<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
AFLT,60,10/01/20,13:00:00,104.9200000,105.2000000,104.2200000,105.0000000
AFLT,60,10/01/20,14:00:00,105.0000000,105.2600000,104.8600000,105.0600000
AFLT,60,10/01/20,15:00:00,105.0600000,105.1600000,104.9400000,105.0400000
AFLT,60,10/01/20,16:00:00,105.0000000,105.2200000,105.0000000,105.0600000
AFLT,60,10/01/20,17:00:00,105.0400000,105.0600000,104.7600000,105.0400000
AFLT,60,10/01/20,18:00:00,105.0400000,105.3200000,104.9400000,105.1000000
AFLT,60,10/01/20,19:00:00,105.1400000,105.2200000,105.0000000,105.0400000
AFLT,60,13/01/20,11:00:00,105.5400000,105.7800000,105.1800000,105.7000000
AFLT,60,13/01/20,12:00:00,105.6800000,105.7400000,105.1000000,105.2000000
AFLT,60,13/01/20,13:00:00,105.2000000,105.3800000,105.1000000,105.2600000
AFLT,60,13/01/20,14:00:00,105.2600000,105.4000000,105.1000000,105.3600000
AFLT,60,13/01/20,15:00:00,105.3400000,105.4600000,105.3200000,105.4000000
AFLT,60,13/01/20,16:00:00,105.3800000,105.4800000,105.1600000,105.2200000
AFLT,60,13/01/20,17:00:00,105.2400000,105.5200000,105.1800000,105.4200000
AFLT,60,13/01/20,18:00:00,105.4400000,105.5600000,105.2000000,105.5600000
AFLT,60,13/01/20,19:00:00,105.5400000,105.6000000,105.3000000,105.3000000
AFLT,60,14/01/20,11:00:00,105.6000000,105.8400000,105.5000000,105.8400000
AFLT,60,14/01/20,12:00:00,105.8000000,105.8400000,105.3600000,105.5800000
AFLT,60,14/01/20,13:00:00,105.5600000,105.7200000,105.5000000,105.7200000
AFLT,60,14/01/20,14:00:00,105.7000000,109.6400000,105.7000000,109.1400000
AFLT,60,14/01/20,15:00:00,109.1000000,110.2000000,108.1200000,108.5200000
AFLT,60,14/01/20,16:00:00,108.5200000,109.1000000,108.2600000,108.4400000
AFLT,60,14/01/20,17:00:00,108.4400000,109.4000000,107.2800000,109.2600000
AFLT,60,14/01/20,18:00:00,109.2000000,109.4600000,107.7400000,108.6600000
AFLT,60,14/01/20,19:00:00,108.7000000,108.9600000,108.3000000,108.5000000
AFLT,60,15/01/20,11:00:00,108.6000000,110.0000000,108.5000000,109.1200000
AFLT,60,15/01/20,12:00:00,109.1600000,111.7800000,108.6600000,110.8600000
AFLT,60,15/01/20,13:00:00,110.8600000,111.4000000,110.4000000,111.0800000
AFLT,60,15/01/20,14:00:00,111.0800000,111.1400000,110.4000000,110.6200000
AFLT,60,15/01/20,15:00:00,110.6000000,110.9800000,110.5600000,110.9400000
AFLT,60,15/01/20,16:00:00,110.9400000,111.2000000,110.6600000,110.7800000
AFLT,60,15/01/20,17:00:00,110.7800000,110.8200000,109.1000000,109.4600000
AFLT,60,15/01/20,18:00:00,109.4000000,111.0600000,109.3400000,110.9800000
AFLT,60,15/01/20,19:00:00,110.9400000,111.0000000,110.7000000,110.7000000
AFLT,60,16/01/20,11:00:00,111.0400000,112.0000000,110.5600000,110.9200000
AFLT,60,16/01/20,12:00:00,110.9400000,111.3800000,110.8000000,111.3400000
AFLT,60,16/01/20,13:00:00,111.3200000,111.3400000,110.7400000,110.9400000
AFLT,60,16/01/20,14:00:00,110.9600000,111.1800000,110.7000000,110.9000000
AFLT,60,16/01/20,15:00:00,110.9000000,111.0000000,110.1000000,110.4800000
AFLT,60,16/01/20,16:00:00,110.4000000,111.1000000,110.4000000,110.7600000
AFLT,60,16/01/20,17:00:00,110.7600000,110.8400000,110.3000000,110.4200000
AFLT,60,16/01/20,18:00:00,110.4200000,111.1000000,109.8200000,110.9800000
AFLT,60,16/01/20,19:00:00,110.9200000,110.9400000,109.8400000,109.8600000
AFLT,60,17/01/20,11:00:00,109.8600000,110.9600000,109.3200000,110.8800000
AFLT,60,17/01/20,12:00:00,110.8600000,111.3400000,110.6000000,110.8000000
AFLT,60,17/01/20,13:00:00,110.8200000,111.2000000,110.7000000,110.7200000
AFLT,60,17/01/20,14:00:00,110.7200000,110.7800000,110.5000000,110.6200000
AFLT,60,17/01/20,15:00:00,110.6200000,110.6400000,110.3400000,110.3800000
AFLT,60,17/01/20,16:00:00,110.4600000,110.5000000,110.1000000,110.3600000
AFLT,60,17/01/20,17:00:00,110.3600000,110.6000000,110.3000000,110.4200000
AFLT,60,17/01/20,18:00:00,110.4200000,110.7400000,110.4000000,110.6200000
AFLT,60,17/01/20,19:00:00,110.6200000,110.7800000,110.6200000,110.7400000
AFLT,60,20/01/20,11:00:00,110.8200000,114.9000000,110.6800000,113.6200000
AFLT,60,20/01/20,12:00:00,113.7000000,114.8000000,113.6000000,114.4800000
AFLT,60,20/01/20,13:00:00,114.4400000,114.6000000,114.1000000,114.3800000
AFLT,60,20/01/20,14:00:00,114.3800000,114.4400000,113.5000000,113.9800000
AFLT,60,20/01/20,15:00:00,113.9800000,115.3000000,113.9400000,115.0200000
AFLT,60,20/01/20,16:00:00,115.0200000,115.5000000,114.7000000,115.4000000
AFLT,60,20/01/20,17:00:00,115.4000000,115.4600000,114.9000000,115.0200000
AFLT,60,20/01/20,18:00:00,115.0000000,115.5800000,114.5200000,115.3400000
AFLT,60,20/01/20,19:00:00,115.3400000,115.4400000,114.7800000,115.0000000
AFLT,60,21/01/20,11:00:00,115.1000000,115.1600000,113.9400000,114.3000000
AFLT,60,21/01/20,12:00:00,114.3200000,114.7000000,113.2600000,114.4000000
AFLT,60,21/01/20,13:00:00,114.3800000,114.8000000,113.8200000,114.0800000
AFLT,60,21/01/20,14:00:00,114.0800000,114.2800000,113.8400000,113.8600000
AFLT,60,21/01/20,15:00:00,113.8600000,114.1200000,113.7600000,114.1200000
AFLT,60,21/01/20,16:00:00,114.1200000,114.1600000,113.8200000,113.9000000
AFLT,60,21/01/20,17:00:00,113.8200000,113.9400000,113.3000000,113.3400000
AFLT,60,21/01/20,18:00:00,113.3800000,114.1200000,113.3200000,113.8800000
AFLT,60,21/01/20,19:00:00,113.8800000,114.0400000,113.7000000,113.9000000
AFLT,60,22/01/20,11:00:00,114.0200000,115.0000000,114.0200000,114.5200000
AFLT,60,22/01/20,12:00:00,114.5800000,114.6000000,112.5400000,113.8200000
AFLT,60,22/01/20,13:00:00,113.7400000,113.9000000,113.1800000,113.8800000
AFLT,60,22/01/20,14:00:00,113.8800000,114.1000000,113.3400000,113.6000000
AFLT,60,22/01/20,15:00:00,113.6000000,113.8600000,113.4000000,113.4600000
AFLT,60,22/01/20,16:00:00,113.4600000,115.3800000,113.4000000,114.9600000
AFLT,60,22/01/20,17:00:00,114.9400000,115.2400000,114.5200000,115.0200000
AFLT,60,22/01/20,18:00:00,115.0000000,115.1200000,114.6400000,114.7800000
AFLT,60,22/01/20,19:00:00,114.7800000,114.7800000,114.2000000,114.5800000
AFLT,60,23/01/20,11:00:00,114.2000000,114.2000000,112.6600000,113.8200000
AFLT,60,23/01/20,12:00:00,113.8200000,116.0000000,113.7600000,115.8400000
AFLT,60,23/01/20,13:00:00,115.8000000,117.2000000,115.6400000,116.3600000
AFLT,60,23/01/20,14:00:00,116.4200000,116.6200000,115.5200000,115.6400000
AFLT,60,23/01/20,15:00:00,115.5800000,116.6200000,114.8000000,116.3800000
AFLT,60,23/01/20,16:00:00,116.4000000,116.5400000,115.8200000,115.9600000
AFLT,60,23/01/20,17:00:00,115.9800000,116.5400000,115.5800000,115.6800000
AFLT,60,23/01/20,18:00:00,115.6800000,115.9800000,114.5600000,115.4200000
AFLT,60,23/01/20,19:00:00,115.4200000,115.6000000,114.8800000,115.5000000
AFLT,60,24/01/20,11:00:00,116.0000000,116.2600000,114.7200000,115.5800000
AFLT,60,24/01/20,12:00:00,115.6000000,115.7200000,114.7600000,115.2000000
AFLT,60,24/01/20,13:00:00,115.1800000,115.3800000,115.0000000,115.0200000
AFLT,60,24/01/20,14:00:00,115.0200000,115.3200000,115.0000000,115.1200000
AFLT,60,24/01/20,15:00:00,115.1200000,115.5200000,115.0000000,115.3400000
AFLT,60,24/01/20,16:00:00,115.3200000,115.6800000,115.2000000,115.3200000
AFLT,60,24/01/20,17:00:00,115.3200000,115.4800000,114.8000000,114.8200000
AFLT,60,24/01/20,18:00:00,114.8200000,115.5000000,114.7000000,115.0400000
AFLT,60,24/01/20,19:00:00,115.0000000,115.0800000,114.7200000,114.8200000
AFLT,60,27/01/20,11:00:00,112.9000000,112.9000000,109.0600000,110.8600000
AFLT,60,27/01/20,12:00:00,110.8600000,111.1800000,110.8400000,111.0400000
AFLT,60,27/01/20,13:00:00,111.0400000,111.0600000,108.5200000,108.8000000
AFLT,60,27/01/20,14:00:00,108.8600000,109.5200000,108.3000000,109.1600000
AFLT,60,27/01/20,15:00:00,109.1200000,109.8000000,108.8000000,109.1200000
AFLT,60,27/01/20,16:00:00,109.0800000,109.8000000,109.0600000,109.6800000
AFLT,60,27/01/20,17:00:00,109.6800000,109.8000000,109.5000000,109.6200000
AFLT,60,27/01/20,18:00:00,109.6000000,109.6800000,108.5000000,109.2800000
AFLT,60,27/01/20,19:00:00,109.2600000,110.7600000,109.1200000,110.7000000
AFLT,60,28/01/20,11:00:00,110.7000000,110.8000000,108.8800000,109.3800000
AFLT,60,28/01/20,12:00:00,109.3600000,109.5800000,108.5200000,108.5800000
AFLT,60,28/01/20,13:00:00,108.5600000,108.7000000,107.0200000,107.8000000
AFLT,60,28/01/20,14:00:00,107.8000000,108.5600000,107.6600000,108.0800000
AFLT,60,28/01/20,15:00:00,108.0800000,108.2600000,107.8200000,108.1800000
AFLT,60,28/01/20,16:00:00,108.2200000,109.4000000,107.8600000,108.8800000
AFLT,60,28/01/20,17:00:00,108.8800000,109.1800000,108.4800000,108.6400000
AFLT,60,28/01/20,18:00:00,108.6400000,109.1000000,108.2200000,108.7800000
AFLT,60,28/01/20,19:00:00,108.7800000,108.9000000,108.6000000,108.8000000
AFLT,60,29/01/20,11:00:00,109.1200000,109.6800000,108.8800000,109.0600000
AFLT,60,29/01/20,12:00:00,109.0600000,109.4600000,108.7000000,109.0600000
AFLT,60,29/01/20,13:00:00,109.0200000,109.2800000,108.7200000,108.8600000
AFLT,60,29/01/20,14:00:00,108.8600000,109.0000000,107.7400000,108.1800000
AFLT,60,29/01/20,15:00:00,108.1800000,108.8000000,108.0400000,108.6200000
AFLT,60,29/01/20,16:00:00,108.7000000,109.0800000,108.4400000,108.7400000
AFLT,60,29/01/20,17:00:00,108.7400000,109.0200000,108.1000000,108.2800000
AFLT,60,29/01/20,18:00:00,108.2400000,108.9600000,107.7800000,107.9800000
AFLT,60,29/01/20,19:00:00,107.9600000,108.4800000,107.8400000,108.0000000
AFLT,60,30/01/20,11:00:00,107.4400000,107.4400000,105.7400000,107.1000000
AFLT,60,30/01/20,12:00:00,107.0400000,108.3200000,106.9200000,107.4600000
AFLT,60,30/01/20,13:00:00,107.4200000,107.9800000,107.2000000,107.3200000
AFLT,60,30/01/20,14:00:00,107.3200000,108.7000000,107.1800000,108.6000000
AFLT,60,30/01/20,15:00:00,108.5800000,108.9800000,108.0200000,108.6000000
AFLT,60,30/01/20,16:00:00,108.6000000,108.6800000,107.7000000,107.8200000
AFLT,60,30/01/20,17:00:00,107.8000000,108.7000000,107.8000000,108.7000000
AFLT,60,30/01/20,18:00:00,108.7000000,109.4000000,108.2000000,108.4200000
AFLT,60,30/01/20,19:00:00,108.4200000,108.8800000,107.8000000,107.8000000
AFLT,60,31/01/20,11:00:00,108.5000000,108.8000000,108.1800000,108.3200000
AFLT,60,31/01/20,12:00:00,108.3200000,108.6000000,108.2600000,108.5200000
AFLT,60,31/01/20,13:00:00,108.5400000,108.6000000,108.0800000,108.1400000
AFLT,60,31/01/20,14:00:00,108.1200000,108.3200000,107.2000000,107.4600000
AFLT,60,31/01/20,15:00:00,107.4600000,107.8800000,107.0400000,107.5000000
AFLT,60,31/01/20,16:00:00,107.5400000,107.7200000,107.3800000,107.6600000
AFLT,60,31/01/20,17:00:00,107.6200000,108.2400000,107.4600000,107.4800000
AFLT,60,31/01/20,18:00:00,107.4800000,108.0000000,107.1400000,107.8600000
AFLT,60,31/01/20,19:00:00,107.8400000,107.8400000,107.1000000,107.4000000
AFLT,60,03/02/20,11:00:00,107.0000000,109.6400000,106.4600000,108.2800000
AFLT,60,03/02/20,12:00:00,108.2800000,108.5600000,107.3800000,108.2400000
AFLT,60,03/02/20,13:00:00,108.1600000,108.4400000,108.0000000,108.4000000
AFLT,60,03/02/20,14:00:00,108.4000000,108.8800000,108.3000000,108.8600000
AFLT,60,03/02/20,15:00:00,108.8600000,109.3800000,108.6200000,109.0800000
AFLT,60,03/02/20,16:00:00,109.0800000,109.1000000,108.4000000,108.8400000
AFLT,60,03/02/20,17:00:00,108.7800000,108.9800000,108.2000000,108.3600000
AFLT,60,03/02/20,18:00:00,108.3400000,108.8000000,108.1400000,108.8000000
AFLT,60,03/02/20,19:00:00,108.7600000,109.9000000,108.6800000,109.3000000
AFLT,60,04/02/20,11:00:00,110.2800000,110.9800000,110.0600000,110.1800000
AFLT,60,04/02/20,12:00:00,110.1800000,110.8000000,109.7800000,110.2800000
AFLT,60,04/02/20,13:00:00,110.2600000,112.2400000,110.2200000,112.0000000
AFLT,60,04/02/20,14:00:00,112.0400000,113.3400000,111.5600000,112.4200000
AFLT,60,04/02/20,15:00:00,112.4200000,112.9000000,112.1400000,112.9000000
AFLT,60,04/02/20,16:00:00,112.9000000,112.9000000,112.1000000,112.4800000
AFLT,60,04/02/20,17:00:00,112.4800000,112.6000000,111.8600000,112.4800000
AFLT,60,04/02/20,18:00:00,112.4200000,112.5000000,111.5000000,111.9800000
AFLT,60,04/02/20,19:00:00,111.9600000,112.0000000,111.6200000,111.9400000
AFLT,60,05/02/20,11:00:00,112.5200000,114.6400000,112.2200000,114.3200000
AFLT,60,05/02/20,12:00:00,114.3200000,116.5800000,114.0000000,116.3600000
AFLT,60,05/02/20,13:00:00,116.3600000,118.2800000,116.2200000,117.3400000
AFLT,60,05/02/20,14:00:00,117.3600000,117.5000000,116.5000000,117.3000000
AFLT,60,05/02/20,15:00:00,117.2800000,117.7000000,116.5400000,116.8600000
AFLT,60,05/02/20,16:00:00,116.8400000,117.2000000,116.2800000,116.3000000
AFLT,60,05/02/20,17:00:00,116.3600000,116.9800000,116.1000000,116.9000000
AFLT,60,05/02/20,18:00:00,116.9400000,117.2800000,116.4400000,117.2200000
AFLT,60,05/02/20,19:00:00,117.1600000,117.5000000,116.8400000,117.4600000
AFLT,60,06/02/20,11:00:00,118.0800000,120.8000000,118.0000000,118.2000000
AFLT,60,06/02/20,12:00:00,118.2200000,119.3000000,117.8200000,118.8000000
AFLT,60,06/02/20,13:00:00,118.8000000,119.8000000,118.7000000,119.2400000
AFLT,60,06/02/20,14:00:00,119.2200000,119.4000000,118.5400000,118.6600000
AFLT,60,06/02/20,15:00:00,118.6800000,118.6800000,117.6600000,118.1800000
AFLT,60,06/02/20,16:00:00,118.1600000,119.3000000,118.0600000,119.1600000
AFLT,60,06/02/20,17:00:00,119.1200000,119.3000000,118.6000000,118.8600000
AFLT,60,06/02/20,18:00:00,118.7800000,119.0600000,118.1400000,118.9400000
AFLT,60,06/02/20,19:00:00,118.9400000,118.9800000,118.4600000,118.9800000
AFLT,60,07/02/20,11:00:00,119.0000000,119.6800000,117.0000000,117.7000000
AFLT,60,07/02/20,12:00:00,117.7000000,118.6200000,117.2600000,118.0600000
AFLT,60,07/02/20,13:00:00,118.0600000,118.4800000,117.7600000,118.4400000
AFLT,60,07/02/20,14:00:00,118.4400000,118.8000000,118.1000000,118.1800000
AFLT,60,07/02/20,15:00:00,118.1400000,119.6000000,118.1400000,119.1800000
AFLT,60,07/02/20,16:00:00,119.2400000,119.4200000,118.4400000,119.0000000
AFLT,60,07/02/20,17:00:00,119.0600000,119.3600000,118.6200000,118.9800000
AFLT,60,07/02/20,18:00:00,119.0000000,119.3000000,118.7200000,119.0600000
AFLT,60,07/02/20,19:00:00,119.0600000,119.8000000,118.9600000,119.6200000
AFLT,60,10/02/20,11:00:00,119.7000000,121.0000000,119.5600000,120.3800000
AFLT,60,10/02/20,12:00:00,120.4800000,120.9000000,120.2600000,120.4800000
AFLT,60,10/02/20,13:00:00,120.4800000,120.4800000,118.4200000,119.0600000
AFLT,60,10/02/20,14:00:00,119.0000000,119.0800000,117.7800000,118.7400000
AFLT,60,10/02/20,15:00:00,118.7400000,119.0200000,118.5200000,118.6200000
AFLT,60,10/02/20,16:00:00,118.6600000,118.8200000,118.3400000,118.4200000
AFLT,60,10/02/20,17:00:00,118.4200000,118.4200000,117.2600000,117.9600000
AFLT,60,10/02/20,18:00:00,117.9600000,118.2800000,117.4000000,118.2800000
AFLT,60,10/02/20,19:00:00,118.2800000,118.8000000,118.1000000,118.3000000
AFLT,60,11/02/20,11:00:00,118.4400000,119.4800000,117.2000000,117.2600000
AFLT,60,11/02/20,12:00:00,117.2600000,117.4600000,116.3400000,116.4400000
AFLT,60,11/02/20,13:00:00,116.4400000,117.7000000,116.1600000,117.3000000
AFLT,60,11/02/20,14:00:00,117.3000000,117.6600000,117.0000000,117.5800000
AFLT,60,11/02/20,15:00:00,117.5800000,117.6400000,116.6600000,116.9000000
AFLT,60,11/02/20,16:00:00,116.8600000,117.7000000,116.8600000,117.6800000
AFLT,60,11/02/20,17:00:00,117.7000000,117.7000000,117.1800000,117.2600000
AFLT,60,11/02/20,18:00:00,117.2200000,117.5800000,116.6600000,117.3000000
AFLT,60,11/02/20,19:00:00,117.3600000,117.5800000,117.1200000,117.3800000
AFLT,60,12/02/20,11:00:00,117.7200000,118.0600000,117.3200000,117.6000000
AFLT,60,12/02/20,12:00:00,117.6400000,119.4000000,117.6000000,119.3200000
AFLT,60,12/02/20,13:00:00,119.3200000,119.8200000,119.0200000,119.2400000
AFLT,60,12/02/20,14:00:00,119.2400000,119.2800000,119.0000000,119.1000000
AFLT,60,12/02/20,15:00:00,119.1000000,119.2000000,119.0000000,119.0000000
AFLT,60,12/02/20,16:00:00,119.0200000,119.2000000,118.7600000,119.1600000
AFLT,60,12/02/20,17:00:00,119.1600000,119.2600000,118.7600000,119.0600000
AFLT,60,12/02/20,18:00:00,119.0400000,119.3600000,118.8600000,119.1400000
AFLT,60,12/02/20,19:00:00,119.1200000,119.7000000,119.0600000,119.5200000
AFLT,60,13/02/20,11:00:00,119.2000000,119.4200000,118.4000000,118.8600000
AFLT,60,13/02/20,12:00:00,118.8600000,120.5000000,118.8000000,120.1400000
AFLT,60,13/02/20,13:00:00,120.1600000,120.3800000,119.1000000,119.2000000
AFLT,60,13/02/20,14:00:00,119.1600000,121.6400000,119.1400000,121.0400000
AFLT,60,13/02/20,15:00:00,121.0200000,121.3000000,120.6000000,120.7000000
AFLT,60,13/02/20,16:00:00,120.7200000,121.1000000,120.4200000,120.5000000
AFLT,60,13/02/20,17:00:00,120.4800000,120.4800000,119.5200000,119.7000000
AFLT,60,13/02/20,18:00:00,119.7000000,119.7800000,119.1000000,119.2000000
AFLT,60,13/02/20,19:00:00,119.2000000,119.5000000,118.8000000,119.5000000
AFLT,60,14/02/20,11:00:00,119.5200000,119.8600000,119.3400000,119.5600000
AFLT,60,14/02/20,12:00:00,119.5400000,119.7000000,118.5200000,118.9800000
AFLT,60,14/02/20,13:00:00,118.9000000,119.0000000,118.1400000,118.3600000
AFLT,60,14/02/20,14:00:00,118.3600000,119.0000000,118.3400000,118.9200000
AFLT,60,14/02/20,15:00:00,118.9400000,119.6000000,118.8600000,119.3400000
AFLT,60,14/02/20,16:00:00,119.3200000,119.6400000,119.3000000,119.3600000
AFLT,60,14/02/20,17:00:00,119.3800000,119.4200000,118.9400000,119.1000000
AFLT,60,14/02/20,18:00:00,119.1000000,119.2000000,118.9600000,119.0200000
AFLT,60,14/02/20,19:00:00,119.0200000,119.5800000,118.9800000,119.4000000
AFLT,60,17/02/20,11:00:00,119.7600000,120.4000000,119.7600000,119.9400000
AFLT,60,17/02/20,12:00:00,119.9400000,120.0800000,119.5000000,119.6000000
AFLT,60,17/02/20,13:00:00,119.5600000,119.9000000,119.5000000,119.8000000
AFLT,60,17/02/20,14:00:00,119.8000000,120.1000000,119.8000000,119.9000000
AFLT,60,17/02/20,15:00:00,119.9000000,120.1200000,119.8400000,119.8600000
AFLT,60,17/02/20,16:00:00,119.8600000,120.0000000,119.8000000,119.8600000
AFLT,60,17/02/20,17:00:00,119.8600000,120.2000000,119.5600000,119.9600000
AFLT,60,17/02/20,18:00:00,119.9600000,120.2000000,119.8200000,120.2000000
AFLT,60,17/02/20,19:00:00,120.2000000,120.3000000,119.9200000,120.3000000
AFLT,60,18/02/20,11:00:00,120.1000000,120.1000000,118.7000000,119.0200000
AFLT,60,18/02/20,12:00:00,118.9600000,119.1600000,118.5200000,118.5800000
AFLT,60,18/02/20,13:00:00,118.5600000,118.5600000,116.8600000,117.1800000
AFLT,60,18/02/20,14:00:00,117.1800000,117.8400000,116.8600000,117.5200000
AFLT,60,18/02/20,15:00:00,117.5600000,117.9200000,117.3600000,117.4400000
AFLT,60,18/02/20,16:00:00,117.4400000,117.5400000,116.9400000,117.0600000
AFLT,60,18/02/20,17:00:00,117.0200000,117.1400000,116.5200000,116.7600000
AFLT,60,18/02/20,18:00:00,116.7600000,117.5800000,116.7000000,117.5800000
AFLT,60,18/02/20,19:00:00,117.6000000,117.8600000,117.3800000,117.7000000
AFLT,60,19/02/20,11:00:00,117.5000000,118.3000000,117.4200000,118.1000000
AFLT,60,19/02/20,12:00:00,118.1600000,118.3600000,117.5000000,117.5800000
AFLT,60,19/02/20,13:00:00,117.5800000,117.8600000,117.5000000,117.7400000
AFLT,60,19/02/20,14:00:00,117.7600000,117.8200000,116.7600000,116.9800000
AFLT,60,19/02/20,15:00:00,116.9800000,117.3600000,116.9000000,116.9200000
AFLT,60,19/02/20,16:00:00,116.9600000,117.2400000,116.9000000,116.9800000
AFLT,60,19/02/20,17:00:00,116.9800000,119.2000000,116.9800000,118.0000000
AFLT,60,19/02/20,18:00:00,118.0200000,118.3200000,117.6000000,117.8200000
AFLT,60,19/02/20,19:00:00,117.8000000,118.0200000,117.3600000,117.4000000
AFLT,60,20/02/20,11:00:00,118.0200000,118.4000000,117.5400000,118.0800000
AFLT,60,20/02/20,12:00:00,118.0800000,118.2000000,117.5600000,117.8000000
AFLT,60,20/02/20,13:00:00,117.8800000,117.8800000,117.0200000,117.1200000
AFLT,60,20/02/20,14:00:00,117.1200000,117.1800000,115.4000000,116.3000000
AFLT,60,20/02/20,15:00:00,116.3000000,116.4600000,116.0000000,116.1600000
AFLT,60,20/02/20,16:00:00,116.2200000,116.6600000,116.1600000,116.2800000
AFLT,60,20/02/20,17:00:00,116.2800000,116.2800000,115.8000000,115.9000000
AFLT,60,20/02/20,18:00:00,115.9000000,116.1800000,115.8200000,115.9200000
AFLT,60,20/02/20,19:00:00,115.9600000,116.1200000,115.8800000,115.9600000
AFLT,60,21/02/20,11:00:00,115.6200000,115.6200000,114.6200000,114.8000000
AFLT,60,21/02/20,12:00:00,114.8000000,115.7200000,114.3000000,115.5000000
AFLT,60,21/02/20,13:00:00,115.5400000,115.7200000,115.0000000,115.0800000
AFLT,60,21/02/20,14:00:00,115.0800000,115.1000000,114.7600000,115.0000000
AFLT,60,21/02/20,15:00:00,115.0000000,115.5600000,114.9600000,115.4800000
AFLT,60,21/02/20,16:00:00,115.4800000,115.8600000,115.4000000,115.5800000
AFLT,60,21/02/20,17:00:00,115.5800000,116.1200000,115.4000000,116.0400000
AFLT,60,21/02/20,18:00:00,115.9800000,116.1400000,115.4000000,115.4600000
AFLT,60,21/02/20,19:00:00,115.4600000,116.4800000,115.4200000,115.8600000
AFLT,60,25/02/20,11:00:00,112.4600000,113.8600000,112.0000000,112.3000000
AFLT,60,25/02/20,12:00:00,112.2600000,113.3600000,111.5000000,113.0000000
AFLT,60,25/02/20,13:00:00,112.9600000,113.0200000,112.1200000,112.3400000
AFLT,60,25/02/20,14:00:00,112.3400000,112.3400000,110.5400000,110.8000000
AFLT,60,25/02/20,15:00:00,110.7600000,111.1000000,109.8600000,110.4000000
AFLT,60,25/02/20,16:00:00,110.4000000,110.6600000,109.6400000,110.4400000
AFLT,60,25/02/20,17:00:00,110.4000000,111.0000000,110.0600000,110.0800000
AFLT,60,25/02/20,18:00:00,110.0800000,110.8200000,109.6400000,110.5400000
